ID,DCR,FRE,LW,MER
voa-8371e870-3a6b-4993-a3c3-e069d8a2878a1,10.5211,43.09,46.2366,20.0
voa-83f7018d-8ba8-4230-8be9-4f2c5f7a702e1,9.7532,53.9795,50.5495,15.4
voa-84ccc098-bc65-4378-8ffe-a33895888a331,9.1214,50.6209,49.0,16.9
voa-854d256f-1706-49e4-81d4-37f7bdaa58701,8.9221,51.0338,60.2041,19.7
voa-8569cd09-dbff-4f4d-8e1e-6afe06909a031,7.2329,59.4442,63.0435,14.4
voa-859c2e49-d1a1-4237-a7a8-6dd26f5eee813,8.4595,55.0641,55.8939,22.2
voa-85c6077e-8d8e-4a07-b4c3-59f9cd7f88ee3,8.3631,54.9669,59.1818,22.6667
voa-863ff7e1-06d5-45bb-b76d-77ce922611a12,9.7779,44.0545,52.7079,27.6
voa-866e8b04-1489-4cb6-a361-cc88a45eb5eb2,9.2288,50.9497,53.2333,21.4333
voa-870a26a9-38b6-4501-a934-cedf829875671,7.4455,75.8788,66.0,18.8
voa-871901a6-700f-47db-bd4e-9744755b155f2,10.1014,44.6564,50.0741,25.0
voa-87249dc6-7ea5-4e33-a54b-e77aac18cf991,8.1695,68.3427,65.0,14.6
voa-873a2b6c-9e37-476f-a5a4-860428e752413,9.5272,53.1614,55.5016,25.3333
voa-8779b787-bfdc-44ce-bd2c-0280b2e22c6b3,8.1027,62.7401,62.3071,21.2333
voa-878c290e-81d8-45a5-bace-4b6aa5e63e1c2,7.2998,65.4153,59.7495,21.2
voa-87a6648f-fe19-4402-8115-95e46882dc3e1,11.0484,41.1741,50.0,17.9
voa-87abbd0d-73cf-4dcf-8788-4e1a725409bf1,9.1421,50.594,52.5773,13.2
voa-87c78bdb-99d1-49df-8e79-1a7136af9f9e2,7.8536,73.0057,63.5464,19.0
voa-87fce468-d2eb-4e56-a64a-31c69aa329c42,8.753,55.8901,49.5553,16.7667
voa-8856f833-4169-40ba-8fb9-ddef5d6a97722,8.6733,51.7439,54.966,23.9667
voa-88eae768-c244-49ac-92c1-d7e2a1cacc711,8.5406,59.2013,61.0,16.8
voa-891ba391-3b77-4c16-867b-37d05519ab031,8.0603,63.5271,65.0,18.0
voa-89381fd4-464e-4bca-bd2d-e57d47c82f062,9.019,44.194,53.0928,21.8667
voa-8945414a-7810-4af7-9671-9041529b43023,7.8208,65.9945,65.0884,21.0333
voa-89769b41-3212-4dd1-aca8-d6d8ced57caf3,8.809,60.6744,57.8217,21.1
voa-89802478-1afe-4388-8432-264910fefedf1,7.5892,72.4393,60.0,19.7
voa-898b84bb-6337-49b1-9072-a8313ecc6aaf2,8.57,59.0418,54.5264,17.2333
voa-899fb9e2-2f56-4808-aed2-92f64a71243f2,10.0657,44.2701,52.8082,21.1333
voa-89a5812d-d5cb-4376-8106-5174a4a03f5d2,7.9915,66.2948,61.532,18.7
voa-89af7b99-a495-4894-a27e-d0487de663813,7.6529,67.2718,60.7415,21.4
voa-8a0c1cb8-ee54-42ea-9f11-e3b3dad0c9b93,7.7804,53.1754,57.7625,22.6333
voa-8a928bcd-1208-418b-951f-5492e95231ab2,8.0662,58.9247,52.0,20.7
voa-8aa0f360-580d-48a2-b81c-f5b1385a506c3,9.2397,47.0346,54.0417,20.7
voa-8b10f880-601e-420a-9fcb-9c911435429d3,8.8434,45.4336,50.4944,17.2333
voa-8b538ef2-8f73-4b9f-acbd-2753c3572c611,9.0866,48.39,46.875,19.1
voa-8b584e28-9ee8-4218-9c6b-346c5058ef3b3,8.3923,70.3823,62.785,20.2
voa-8b81dfc9-f14e-4e34-be53-1b6b6baf319d3,9.0597,52.7085,55.2118,26.1667
voa-8bb2aa22-9871-4a2f-8ccd-cf0e4f95e4152,7.5862,72.0682,63.0737,20.9333
voa-8bf47625-2b03-4ebb-8a0e-d909e88121271,8.4361,49.7424,51.1628,13.8
voa-8bf6868d-5d1b-48ca-93cb-684301173f392,9.7998,47.7387,51.6717,23.9
voa-8c2b14e8-814d-4ebe-a721-40a6e2835dd11,8.4528,63.4533,52.809,20.7
voa-8c976f10-aceb-4a83-8ecc-d73d8bfdb78d1,6.7741,86.9996,64.0,14.8
voa-8c9af604-717d-46ec-882a-ee580d66da162,8.2533,57.6178,52.2413,19.7333
voa-8ce8305f-cc72-46b8-adab-b782c3ebf9c23,8.9711,62.8923,57.0449,16.5333
voa-8cf78a97-1667-492e-8be2-619c65cc2c131,10.6138,44.1942,48.1481,17.7
voa-8cf986a6-cc45-41ba-836d-1f206d508c252,9.3878,31.2036,45.0,29.4667
voa-8d08209e-389b-4733-8bc6-0281cd3a5ed02,8.7851,55.4033,55.004,16.7667
voa-8d2e9fcf-72db-4ff7-9f98-4a084107799e3,8.6805,49.4566,53.5236,18.4333
voa-8dcf36be-eb73-4d74-aeb6-c46a6fcb67c23,8.3906,68.166,62.2106,13.6
voa-8e29cc73-ad6a-43c6-9e3f-7919e43db4822,8.5502,63.9484,58.5869,17.5667
voa-8e9e9eaa-187a-45e0-a707-9efc54c637da2,9.1816,61.1265,56.1038,19.9
voa-8f39395f-0e8a-46e7-a417-26f0ba5ff43f2,8.413,51.8182,57.9887,21.9667
voa-8fd7f94f-08a8-4295-80cb-8cf8ec964c2f2,7.5923,61.9917,56.9242,19.1333
voa-8ffba9ca-9f53-4218-b6b3-ba0e01c33af03,9.6107,58.8643,53.6148,21.2333
voa-901def40-8a7e-4b61-921b-aa5847941b2d3,8.6894,52.3564,55.1974,23.4333
voa-905da0e5-865b-4bf2-958f-d249b775f4da2,8.4176,55.7446,54.8043,19.1
voa-908c8b9a-dbfb-4b05-b538-768c53f436e41,8.5082,65.9925,54.1667,16.9
voa-913ae677-d734-4d3f-a992-43a148d8887d2,9.8088,47.9753,50.358,24.8667
voa-91c440c7-03a7-452b-9d6f-c3c74c8da1212,7.7899,60.5879,62.3112,25.4667
voa-9215be99-da03-45be-acc8-a5ed7181c10b1,10.5902,42.445,54.9451,18.1
voa-92949f3a-b585-4ee7-8269-8bc99eb3358c1,7.881,60.8978,62.0,20.0
voa-92fd8c85-96d9-4ba9-a6b6-5145284ef8bd3,10.6712,28.7838,47.2183,19.0667
voa-9350124e-d131-4b7b-85ce-8326cc9b5bf52,8.387,55.5944,50.212,19.5667
voa-9364cd0b-b912-402e-98bd-1364d6476cdb3,8.5669,50.5123,55.8366,21.0
voa-937517aa-6d5c-41c9-987a-9a8e1dd0dd0e3,7.2425,61.9018,63.0,26.1667
voa-93960b9a-fdfc-42d4-bb8c-91d0a91de4ae1,7.7969,67.301,55.0,23.1
voa-939c03ca-ca8c-421a-a00f-1c1b3b708c703,9.0749,49.0255,55.1111,21.4667
voa-93db4b73-1725-43e2-8a7f-929814621e631,8.4142,59.064,49.0,17.6
voa-93f03c96-da85-4534-aeff-f9a20c9d21243,8.5818,58.7412,58.6083,21.7
voa-93f4f76d-56e9-447c-aeeb-dd0e4b282f852,8.9015,51.345,50.413,20.8333
voa-9401ac6b-5f61-48be-9166-62efbbfd2cc93,8.3755,57.1658,58.9992,21.0
voa-94280856-cb06-435b-899d-3871d6d6526f3,9.2559,46.3222,58.884,21.1333
voa-94446256-facc-4713-b569-5713e11c2ced1,8.4287,59.8463,52.5773,18.0
voa-946e8540-e1e3-4ebe-9a8d-acc660cbb7231,7.5226,58.3992,50.0,18.6
voa-9480d2a0-7fbc-49b0-95d4-5e16070a942e1,8.9565,58.0519,56.0,15.8
voa-94a4dec8-da33-43f2-a683-7cbd1d157d841,9.3584,57.707,50.0,18.0
voa-95026e9b-5a3c-4198-9391-5a2d6875aa9f2,8.1319,64.8441,63.0128,22.9667
voa-951c3aad-11cb-40d8-b22c-bbd9abf3aeae3,9.1692,46.9933,53.4952,22.6
voa-951cf65e-54f8-4205-bd88-d6759958fdc33,9.7996,55.5754,54.9583,19.6
voa-953f605f-def6-48b0-ae87-10bfeed6e1ff1,8.7958,41.8993,49.4949,16.1
voa-9552ceb6-27ce-421a-aee8-df94c18b85112,7.7434,68.2125,61.0,17.0
voa-955a361f-0477-4fb4-83d5-6992aca4d1132,9.1107,56.2939,55.9394,22.5
voa-95b93396-f2f9-477f-8ad4-d77ea96740613,9.2377,53.5536,58.0143,20.9667
voa-95de6b10-8275-4c39-9a4e-276b7d0783d72,7.0342,71.764,60.2979,20.9333
voa-96dc758a-6cb7-460b-b9e1-987111edc1153,9.3471,50.6905,50.6667,17.1333
voa-97158b36-6de2-4a34-96b5-27bc637ba2aa3,9.7886,40.6726,46.673,21.5
voa-978b3466-51b2-4f86-a33a-34af50ad30772,9.7864,52.3098,58.3041,24.3
voa-983473d8-d364-44f1-8caf-6966c0be4e3b1,10.2423,34.7441,45.977,16.4
voa-987efb33-be83-42b4-ac93-c02d4941237d1,9.4868,44.8927,54.9451,18.4
voa-98ee4347-5867-4917-895f-1ea6701242d23,9.0225,50.6882,55.6161,27.1
voa-98f53c6b-cfb8-4f06-8969-ab4005a8c4423,7.9751,61.5587,61.0689,20.7333
voa-99064caa-d610-4d21-aa97-26e3c9ac72143,8.5437,50.817,52.5618,20.6
voa-99327dd9-9261-43f5-957a-45e9d2007d761,9.0112,54.665,54.3478,17.7
voa-99b924e8-9d14-4725-984e-5d9f8abfeedb2,9.5797,39.3555,44.1549,19.5667
voa-99d592b6-3c12-4847-a5eb-c4090a6307311,8.5389,57.6803,54.0,20.4
voa-99e548ad-d613-4898-ab26-a27da7fe11be3,10.453,36.9979,52.7401,23.2333
voa-9a0dc98a-cde4-431d-bc07-173f9fa8584a2,9.9416,40.3437,46.9839,23.4667
voa-9a216ae6-8c99-48b8-b6be-9cbf779e6ceb2,7.205,67.9882,62.5521,18.2
voa-9a55949e-e0d0-4836-8680-c620d58b53802,9.7466,60.0866,49.4496,20.9
voa-9a574754-5719-4a50-ab1c-568a6cf1f3fb1,8.5386,57.6982,53.7634,16.4
voa-9abc3b41-05fa-44f8-bae0-757c20e4fdb23,9.055,48.5937,62.1525,28.8667
voa-9b1cd615-9d62-47ae-8553-be3a27065b7f3,7.8467,58.9973,62.1938,20.3333
voa-9b3617a1-567f-43d4-848e-8dcce43aa0592,9.714,56.4492,47.6482,18.3667
voa-9b725da7-f0cd-44a3-8789-f82feaa9c3e83,9.8005,47.104,49.5666,20.9333
voa-9bb21f61-57dc-47c9-a1fa-98146b2967bb2,8.9118,63.4119,56.3333,17.5
voa-9c349019-0248-406b-be23-34fd95f58c881,8.3808,48.2482,50.5747,22.4
voa-9c685d9c-c7e7-489d-be02-837754498b1b3,8.5747,55.3888,57.1715,24.5
voa-9ca40c0e-cbe3-49b6-9af6-06ac43bc17cb2,9.8848,35.5211,45.4372,23.7333
voa-9cae7f8e-15a4-4954-9d57-694ae12a85e91,7.03,78.5416,68.0,16.4
voa-9ccbbd47-8a30-410c-85f2-cb207f96b3fb2,10.7203,40.1483,43.4599,22.4667
voa-9d371b11-d181-4e6f-92b1-1d8be4e171931,8.7555,55.4155,52.0408,16.6
voa-9e27f67a-7e03-4b9f-9696-6b23dc3d4aa31,8.0367,63.8014,62.0,15.8
voa-9e2feef2-dd6a-4cee-a7d3-c88bdf16edad1,10.3934,37.0728,42.6829,11.3
voa-9e9605bf-536c-4eed-ab09-4f2e279b30ae3,6.6445,68.4101,63.8718,17.3333
voa-9ec2646c-d17a-4d0c-abcf-8069c49ed9853,9.2998,49.656,57.8895,24.0
voa-9ed42519-4892-463a-b6a2-e6997584b5ca1,6.2786,84.9883,75.0,17.1
voa-9f3c1040-1812-4c53-a864-96d80ff5a00d1,8.3332,68.3779,62.0,14.8
voa-9f532970-3d78-4e01-bd0a-2a374c461cf61,8.204,53.7115,49.0,17.3
voa-9f70e0d1-024c-40d3-a872-cd86cc773a851,8.2928,47.1204,59.3023,15.0
voa-9f940247-3df2-48e1-8124-5870cf014d583,10.5101,40.2105,47.9996,25.9333
voa-9f996552-a9e4-40fd-aebd-0479a98f2bc82,8.3347,62.621,58.7619,22.6333
voa-9fb00298-e847-4613-bdb1-e685430da1831,7.0268,73.7505,60.0,18.1
voa-a00a955a-5125-475a-b21d-ee04c505a75b2,8.9021,49.0436,52.6667,17.5
voa-a0653764-5ea8-409a-af93-a35ec7b9c6801,7.942,69.9421,65.0,19.1
voa-a06fb8cf-209f-495b-b7e0-16ef64d1c2bf1,8.111,67.5013,61.6162,16.9
voa-a1cdfd99-04f9-4bcb-8d25-4f4a859e32532,8.2565,53.6378,54.9998,21.6333
voa-a1e90235-c63a-4a93-92f2-6aff68ce96a41,9.2824,58.1763,47.7778,15.3
voa-a1ff4a5f-d792-483b-88da-b59bd4ef72913,9.0395,52.4699,55.3704,20.7333
voa-a2176483-bb1c-4de4-a511-c7afc7cfe3412,7.6312,69.5813,59.1988,18.3333
voa-a2ea4a15-37a9-42e8-8786-045a0bfc6a241,8.2722,34.6664,41.7582,17.0
voa-a2eb40d6-4b89-44d1-bdc8-ade5afe519051,8.8038,68.5709,55.0,20.4
voa-a2f906bb-678c-4247-bd32-7b21a917100e3,9.5926,49.9253,54.8322,19.6
voa-a31e016a-9d2b-4595-bb96-be9621522cad2,9.3028,48.0804,46.9883,20.6
voa-a36f1dfc-0664-4f96-bb43-4e89b729501a3,8.0541,58.8713,59.3058,21.8333
voa-a3f02dc9-a0e5-48ce-a2b2-3511508e0ab03,7.5204,68.9297,65.2271,16.8667
voa-a3f6a72d-5d95-4933-93ea-72f6650f5a623,6.4885,76.7663,66.0509,19.4333
voa-a4ad66ec-c9c9-4183-ba88-0d91abbcf6633,9.3706,54.7298,58.5822,21.3333
voa-a4b8b7bb-35f3-4832-9d0b-56d63e3a3f623,8.7894,55.46,56.003,21.3
voa-a4f245e3-0452-4b9e-8e7f-346df31667d43,9.3258,51.0521,59.2238,21.7333
voa-a55bc639-b547-40a5-8a93-52ec1c622ab41,8.3486,52.0899,48.2759,19.5
voa-a5aa5fc7-f26a-469d-8f4c-d9e134b1462b3,7.505,61.3829,60.0623,21.6
voa-a5c14ea6-7126-4378-be47-345cd490e9e02,10.1895,44.5678,49.488,21.7333
voa-a5f262ed-c632-4647-b090-f9fd9ee00c943,7.6299,49.9944,53.4639,21.6
voa-a6266878-9b55-45cf-9d5e-bf93e0f630d02,7.6988,66.1733,63.2093,22.3
voa-a63bee55-fdb9-45ed-8bb7-a4d19b69d5502,8.5823,61.0442,59.4404,18.0333
voa-a65def4b-c8af-4c20-9874-aa61952a80303,8.8626,42.5824,47.6806,29.2333
voa-a660b54a-bdb4-4a08-825e-27768e9bbdea1,9.2192,51.4403,49.4624,17.9
voa-a66636bd-8ee4-4b40-94a4-95682638629a1,9.0494,53.2597,56.383,19.0
voa-a6ab9ecd-94e3-4c24-a4f3-c097dd78fa4a1,8.859,60.4309,50.0,13.3
voa-a6f91f16-b707-4c35-9b78-a922612eafdb3,7.62,71.4745,63.915,19.8667
voa-a71a468a-b866-4790-b0b3-f4a2124192163,9.6143,41.7691,51.2784,25.1667
voa-a79722fd-21a1-40c4-a87d-a4b8bc4f74833,8.9038,52.8336,53.7575,20.1
voa-a7b5e10f-69a4-46aa-8fe5-4357d71f73ad1,7.6912,55.9887,58.0645,17.7
voa-a7f1379d-a2ca-4b73-a9e5-893a7c790bc31,7.6521,64.3438,55.0,18.4
voa-a851f1eb-bd92-4f9e-a08c-3010997e4c642,9.554,45.2763,55.127,26.1
voa-a864cfe5-8a5b-4c47-8b13-0f1075b8128f3,8.2148,52.9055,59.9645,22.3667
voa-a866fb43-7aac-4bd7-9b72-277fbfbde94c3,8.5867,46.2681,46.654,19.0333
voa-a88567fb-053a-4a6a-9625-ac1f030729df2,8.9063,59.7846,55.2234,19.1667
voa-a8941e78-11f7-48de-88b9-a90b7f7d1a7f1,9.3611,54.5761,44.6809,12.6
voa-a8d43df5-13c4-4d98-9299-a9b3764f5a143,10.3491,36.9434,50.1363,24.3
voa-a9029a59-7893-405c-8fe4-b3de925e8e892,8.2893,56.0815,53.2986,19.9
voa-a9f894a8-2fe6-4765-9c86-91cd0137b20b2,9.3183,44.8151,46.8627,24.7
voa-aac9b127-3d85-4f86-a00f-97ca8007bbb71,8.5912,49.8043,54.0,20.6
voa-ab80a5c1-1aa9-444c-8edf-ef21ac7525813,9.5722,44.4908,51.8859,22.1
voa-abd14603-a7c8-4372-a952-65a3554cba321,7.7434,66.7631,63.0,15.9
voa-abf1aaf3-539a-4a71-abb3-0f14fdf1467b1,7.9793,58.1238,53.0,21.9
voa-ac5549fe-18f0-4f5f-a787-a0acf331d0172,9.0856,40.2737,55.7739,34.4333
voa-ac55bef6-39ea-49b9-9b9a-0e852505d2252,9.1348,54.2693,59.6667,23.6333
voa-ac5a3932-ee7e-42af-a775-eccdbef114803,7.7239,64.9331,60.125,17.6667
voa-ac8beeb4-497b-406e-bbc7-7e926a75d7f83,9.4999,60.909,57.1266,24.3667
voa-ada76008-e780-4ec9-9db4-bfd901dc4ce61,7.8756,69.1781,62.2449,19.1
voa-adb1f5b7-469c-460d-add8-c7c1f603f5a12,7.6864,61.8876,54.4727,20.1333
voa-ae48a449-491a-4396-acd9-4033b0e75cd32,9.1515,47.3112,45.5624,23.4
voa-ae9b6c0a-b2f8-4170-bd8b-ec4446aa92a41,8.8375,52.6542,45.0,18.7
voa-aebdb3ce-fc63-426b-84fa-689c22070b372,9.479,46.7272,52.3333,20.4333
voa-aec10c82-da26-4486-8be9-8655e9f401442,8.6726,52.3425,53.9087,18.9
voa-aed7f0fb-3bc1-44df-ae7d-9e54772602011,7.2513,59.6388,56.0,18.8
voa-af0b8eeb-a5bd-4728-a1b5-36f8711c27bb1,8.8335,52.6238,53.6082,21.5
voa-aff86190-d3ad-40ad-9a12-b893ecd459b81,8.3619,57.9415,55.0,17.1
voa-b04688be-d93a-4a81-99c2-62fb0374e2193,8.4058,62.6245,60.8586,22.2
voa-b07fdf83-de87-4e52-8aa3-e147c6c082711,9.886,31.767,45.0,17.8
voa-b156f69d-fd18-4369-ab1b-f80dbfaac3191,8.7555,53.689,58.5859,16.6
voa-b264a549-70bf-4d18-a3be-13cd2289b3a01,8.0828,58.1088,61.7021,15.3
voa-b2784b9a-2afc-4b91-af2c-b525e059d9673,8.9616,51.1454,50.6358,20.7667
voa-b3b597db-e85b-409e-82b9-bd116ba1ab931,9.2199,68.2061,69.0,16.6
voa-b3cc711e-9fd8-48b6-8ec5-9f0dfc329c7d3,9.3514,54.6421,56.1915,24.6
voa-b43e2b74-493b-4ab2-b8bf-d85390eba9b42,9.8039,55.3528,57.075,20.3333
voa-b4446e09-6f7e-4a3f-931a-edcd6ee4bf223,9.5283,34.698,51.4267,23.4667
voa-b4631b06-09b7-4fc5-bf65-de88ba98f9fd3,9.3485,51.4511,53.4361,22.6
voa-b47ff1cb-6b09-4618-b475-b4a22bc20c9d2,8.9908,50.3966,54.0058,20.5
voa-b4a45e6a-5133-4c38-bf10-984d3a3c63672,8.2955,59.5045,60.9302,26.2667
voa-b4d7f992-9679-47e7-b128-bd67ff7d35353,7.0168,67.3277,60.2982,19.5333
voa-b4e937ab-f2d5-4867-ba57-d3fcafca87203,8.3069,59.0301,60.7147,20.9333
voa-b4edda49-6888-4b7b-8c02-2c4e8d2959ef3,8.9114,45.1596,50.6667,21.6333
voa-b5352bc3-dae3-40f4-b083-d07a967bd7332,8.5668,56.6787,58.1465,19.0
voa-b540dc45-2aa4-4ad7-8ce4-31fd6325d0371,7.8588,64.9257,51.0,16.3
voa-b613dc66-fd3b-4cf9-a4d7-32f2c47293941,8.3934,47.9906,50.5155,19.4
voa-b65d808b-049e-47fc-a4b3-1aefd46c6c4b3,8.3434,59.3702,61.6667,22.0
voa-b6b4c82c-3294-4a73-b46e-cf1215dd3b5a2,7.6886,59.0,59.0071,18.0667
voa-b70a38bb-5ea0-4f20-843d-1a79f28b61962,9.7465,50.3848,52.1652,20.6667
voa-b74a101b-f93c-410e-bf5e-aaa5693fab181,8.9751,61.9346,62.0,21.9
voa-b7ad7bbb-cb02-46bf-b2d7-7b897098ce983,9.2151,47.0219,51.8107,24.0667
voa-b7d9a0b2-e8ea-4f79-8179-616929a404d52,10.4793,41.9866,48.7506,21.4333
voa-b859297e-a361-4ee4-ac90-cb897289481a1,7.6878,70.6058,67.0,17.8
voa-b87c8692-8d92-4fda-8d4d-dd311075d1463,7.5178,64.6268,64.7719,21.2667
voa-b881cd6b-b4a8-44bd-bc95-d81760fa576c3,9.271,51.8719,51.3333,19.3
voa-b8ab4cc3-978e-477b-9b4e-a50ee9e8d3c71,9.619,48.2003,56.3218,19.2
voa-b8b2c605-8983-49a0-9d87-c5731d4610811,9.0423,53.0271,57.0,21.4
voa-b9525751-bc22-4c38-a58d-02e2b17cc29c3,8.9083,62.4457,62.8889,23.6
voa-b98bc1dc-e856-4170-af2e-cf2bc6e1c36b1,9.2841,38.3341,40.9091,16.3
voa-b9b85868-da09-4929-a3da-8f0ca12a0bbb1,8.7034,56.4813,51.0,14.9
voa-b9ed1273-d625-44ff-a0f5-0d6336da0e882,8.5135,57.8244,52.4556,22.2667
voa-ba40902b-aec0-4ce1-be39-4b1d879f37ba2,8.6078,59.5038,51.9217,22.4667
voa-ba91cf0e-de59-45ba-80aa-ec00096cfb053,8.1457,55.3391,57.2852,23.7
voa-ba9b4681-e348-4ac9-beb1-a34b00012c712,8.0169,51.7962,51.3857,25.9333
voa-bb270942-bcc3-4a0a-80ad-aa293bc28ef81,8.547,62.984,56.8421,16.0
voa-bb36843c-2490-4743-b164-9b98f4815f8f2,8.8777,58.3106,56.9541,22.5333
voa-bc15a89f-ff55-4bcf-9a93-155d31d301081,8.6401,73.4517,58.0,18.1
voa-bc2a1650-750e-405c-82ac-b58f4da2998e3,9.1726,49.8254,55.8469,22.5667
voa-bc616b39-3a4c-4f12-bbaa-5629e0b13b4d2,9.1376,43.685,46.3202,19.6
voa-bc69f382-4c84-4a00-a88a-8b78c819810d2,9.6576,47.2639,48.2925,21.7667
voa-bc9c0dd6-3f66-4084-948f-8b69a980d7453,9.5551,49.3073,49.5708,21.6667
voa-bcabfc88-a7ed-4a0f-ba7e-35acaf8b69503,8.1676,63.6843,58.5581,21.4
voa-bd2f1499-fd48-4c56-8d0f-79504be73d3a2,8.29,63.1611,57.5219,19.3333
voa-bd710489-aa1d-4c31-86f2-d4f676c4ace32,10.2653,40.202,46.023,22.6667
voa-bdb053ab-6153-4941-832c-f6ded372978a2,10.2296,45.8272,52.506,22.8
voa-be6a2bf5-fde4-4e51-88fd-14b3078d5f1f2,8.0432,55.6765,58.0182,24.3
voa-beb61d33-1b76-4385-99f8-e0075d8d714e3,9.6393,52.7289,56.4345,24.3333
voa-bebdddbc-0dc5-49dc-9f20-33200491133d2,7.8519,62.777,56.0912,19.6667
voa-bed49d7e-8ce1-4695-aae9-7cb38f80adda3,9.3048,46.5603,53.3517,26.7333
voa-bef331e4-5a01-45a9-9616-f991756888be2,10.1793,45.8772,48.9847,23.2667
voa-bf45011c-5394-4aae-8f77-f216b5dc72102,8.8832,58.0438,60.8927,16.2
voa-bf4cb69f-3423-4c94-989a-e8238a9aeebb3,7.9839,66.289,61.7005,20.8
voa-bf52ee41-731e-4bf5-90ac-6bde945612732,10.9804,32.6333,41.7013,21.7333
voa-bf92130d-88aa-4a97-91d0-b1900df64ae62,8.2105,60.0652,50.0256,15.5
voa-bf9f5958-8f85-4a53-acb9-b2e9180790403,8.1584,51.365,53.1618,15.8
voa-bfa11dc8-95e6-40b3-8e8a-6089ca127a153,9.4568,45.0586,57.6749,23.1333
voa-bfbc2e5b-23e9-4698-b69f-5ddf2a0a37af1,6.8974,74.4974,60.0,19.0
voa-bff7b509-75bd-4f14-904c-cb3243e7ef322,8.9042,44.8741,44.7004,23.0667
voa-c01b91ca-a45b-4d0d-b021-c5efd4cedfb13,9.27,51.2467,54.2222,20.3
voa-c102da7d-e5a5-4411-9a06-bc5cc2fa5a261,8.5318,49.9348,52.8736,14.5
voa-c1372678-a005-4eda-ac5f-df9c6853be6d2,8.359,55.4055,51.1004,21.3333
voa-c14d45c9-4ad1-411d-90be-040520574e3e1,7.9452,74.8266,71.0,15.2
voa-c1811430-48ac-4b0a-bd49-ededbc416b311,8.42,60.3994,59.0,17.1
voa-c19e386d-3738-4395-8b18-2a54bb3fa3a31,8.1681,52.4231,50.0,17.9
voa-c1c53220-02da-4b7f-b36a-ef9535df2c5b2,8.8186,56.1236,55.6939,22.7
voa-c28fdf07-1eba-4508-86af-a8e6bb3e15ae1,9.0974,50.5477,57.1429,14.1
voa-c2a3fac1-3c5e-482c-a6c3-36510cd920e81,7.6878,52.1476,58.0,16.2
voa-c2d5f22e-07ec-4be7-9bf8-7db41de694ad3,8.6221,49.2792,54.8076,18.2667
voa-c2d985ff-6c75-4949-92b0-92aecc325abf3,9.7205,45.0717,50.9783,19.0667
